rid	qln	items
A18Y9FJ0RYY4OW	12	['B004GX2GMC']
A18Y9FJ0RYY4OW	13	['B00DRJTY44']
A18YG3RY1WRDWI	1	['B00AWJAJBY', 'B0079G9QNK']
A18YG3RY1WRDWI	10	['B007JZGO6S']
A18YG3RY1WRDWI	11	['B00AWJAJBY']
A18YG3RY1WRDWI	12	['B006EC5X6O']
A18YMFFJW974QS	1	['B004I8WD7S', 'B00AW2QT8I']
A18YMFFJW974QS	19	['B00AW2QT8I']
A18YMFFJW974QS	27	['B00934CMGE', 'B00CJCKIXG']
A18YMFFJW974QS	5	['B00DHEHC3E', 'B00BB5GQRE']
A18YMFFJW974QS	6	['B00BY5GVPI', 'B00BLYUM1G']
A18YMFLLC6YKLX	1	['B00BIET7U6', 'B004AJ8PG8', 'B001CL2CKW', 'B005SUHSN4']
A18YMFLLC6YKLX	23	['B004AJ8PG8']
A18YMFLLC6YKLX	26	['B00BIET7U6']
A18YMSP0D4QKE4	16	['B00607JBNO']
A18YMSP0D4QKE4	6	['B0093TSSGW']
A18YMSP0D4QKE4	64	['B001DBNCC8']
A18YPL8YARWVSN	12	['B00A6IG10Y']
A18YVWB7S477GS	12	['B00BT7RAPG']
A18YVWB7S477GS	14	['B00BT7RAPG']
A18YVWB7S477GS	3	['B005STVU2K']
A18YVWB7S477GS	4	['B005X1F4GG']
A18Z4PYBB9L9RY	1	['B004I8WD7S', 'B005VNJROG']
A18Z4PYBB9L9RY	10	['B0060E7XJG']
A18Z8JJLBJN27R	1	['B006FH7OJW', 'B006EEIBWU']
A18Z8JJLBJN27R	27	['B004G1L52Q']
A18ZGPFTCHJKSO	1	['B00ENOAYVY', 'B009VUGH34']
A18ZGPFTCHJKSO	10	['B00FQPGAHG']
A18ZGPFTCHJKSO	12	['B009F25Z6S']
A18ZPUZ5V0JFUV	1	['B009VUGH34']
A18ZPUZ5V0JFUV	12	['B0074MQ1T6']
A18ZPUZ5V0JFUV	31	['B0076Z3FUY']
A18ZSC2IVOZ72O	12	['B009ZASKHQ', 'B00BPDYVDS']
A18ZSC2IVOZ72O	126	['B00EF1OGOG']
A18ZSC2IVOZ72O	15	['B00EF1OGOG']
A18ZSC2IVOZ72O	37	['B00EF1OGOG']
A18ZSC2IVOZ72O	5	['B00EF1OGOG']
A18ZWKVNAJCZDF	1	['B007P84VGY']
A1901NTE8LFJF6	1	['B004KZP4BQ', 'B0050LW42Q', 'B00CA9D6VY', 'B004KT4B8O']
A1901NTE8LFJF6	16	['B008Q24UNM', 'B004SBJHW4']
A1901NTE8LFJF6	30	['B0061QPOS0', 'B00505S2RI']
A1901NTE8LFJF6	31	['B0076Z3FUY', 'B005FSRZX2']
A1901NTE8LFJF6	6	['B000RUPEOA', 'B001AQYUWC', 'B000J4HCBM']
A190302PAJH16Y	1	['B00713P0BS', 'B0096BSF1U']
A190302PAJH16Y	13	['B00I3ULVLQ']
A190302PAJH16Y	15	['8288878881']
A190302PAJH16Y	3	['B005NC86BU']
A1905N4E7KK49F	1	['B00BXE3IJ2', 'B00BYJXGP2']
A1905N4E7KK49F	27	['B00CLDPDCE']
A1905N4E7KK49F	5	['B007IMPTNQ']
A1905N4E7KK49F	82	['B00CLDPDCE']
A190KDB0DWHJFU	12	['B009QUDLYW']
A190KDB0DWHJFU	14	['B009QUDLYW']
A190KDB0DWHJFU	25	['B007C5S3AU']
A190ORK9N6THHJ	1	['B005SUHPO6']
A190ORK9N6THHJ	4	['B00D380OG6']
A190S2K30ZVODD	1	['B0059DLLJC']
A190S2K30ZVODD	17	['B004LSN0GS']
A190WU0IONZZI6	1	['B006UYDCI2', 'B009QGD1J6', 'B007V7XOSK']
A1916DVHC281UV	1	['B003UC8RVE']
A1916DVHC281UV	27	['B004G1L52Q']
A191AMOO5QYHPC	1	['B00C9M0NLI', 'B005SUHRVC']
A191H5HQZYYZD1	1	['B00BFY6RFW', 'B00B199960', 'B00BYJXGP2']
A191H5HQZYYZD1	12	['B00BPDYVDS']
A191OEA7T14K2M	10	['B007JZGO6S']
A191OZKZPVUV6R	1	['B00BYJXGP2']
A191OZKZPVUV6R	12	['B00J0QIHY6']
A191OZKZPVUV6R	35	['B00B11AV42']
A191UTFQJOLSWK	1	['B00ACCB34S']
A191WFN31OGF4G	27	['B004G1L52Q']
A191WFN31OGF4G	6	['B003XDU8OO']
A191WQD3757KSJ	5	['B009TCUPIC']
A191ZIKKOWRZBQ	1	['B009AN3D2U', 'B0093CDLM0', 'B005EMMQ9M', 'B00CGEYYEG']
A191ZIKKOWRZBQ	11	['B009AN3D2U', 'B00CGEYYEG']
A1922IUGPVA8DG	1	['B00AW2QT8I']
A1922IUGPVA8DG	10	['B001XXUOQI']
A1922IUGPVA8DG	12	['B00BPDYVDS']
A1922IUGPVA8DG	19	['B00AW2QT8I']
A1928UN943HTJ7	1	['B0069GQYYA', 'B006ZD5V46', 'B005GNENB8', 'B005SUHPO6']
A192GMTQ2TVISY	5	['B00GIDNNRA', 'B00GJYJFKM']
A192GMTQ2TVISY	90	['B00GJYJFKM']
A193C21ZQ8ZCNN	12	['B00BI3NKEG', 'B00IGISO9C']
A193C21ZQ8ZCNN	13	['B00I3ULVLQ']
A193C21ZQ8ZCNN	14	['B00IGISO9C']
A193FH53KFIPVY	1	['B00GX00NE4']
A193FH53KFIPVY	17	['B005LGUE22']
A193FH53KFIPVY	30	['B0061R2A1S']
A193FH53KFIPVY	45	['B004Z8ZLOS']
A193QU46RWDQ3E	0	['B00EB1BY36']
A193QU46RWDQ3E	126	['B00EF1OGOG']
A193QU46RWDQ3E	15	['B00EF1OGOG']
A193QU46RWDQ3E	37	['B00EF1OGOG']
A193QU46RWDQ3E	5	['B00EB1BY36', 'B00EF1OGOG']
A193RMCVGMHQVF	1	['B00BI2M4P8']
A193RMCVGMHQVF	11	['B00BI2M4P8']
A193RMCVGMHQVF	14	['B00DUTIZJG']
A193RMCVGMHQVF	6	['B00DUTIZJG']
A1949IQVI6N14H	1	['B008EU7HRM']
A194D3J6LEFMEM	1	['B009LULYGE', 'B009GSB1KU', 'B009FKR5S6', 'B009RNI82I']
A194E3955DIJV5	1	['B00993E7PI']
A194E3955DIJV5	13	['B00G26XWDI']
A194EP9SF2LKCI	1	['B009ANUM9C']
A194EP9SF2LKCI	13	['B00H99DB8S']
A194EP9SF2LKCI	15	['B00H99DB8S']
A194EP9SF2LKCI	17	['B00H99DB8S']
A194EP9SF2LKCI	31	['B00BCC2B1Q']
A194EP9SF2LKCI	5	['B00H99DB8S']
A194MAHOU7KXGV	1	['B00FJJ38HY']
A194MAHOU7KXGV	3	['B007PZMD7G']
A194Q1Z6P9UT95	1	['B00CXOHC0W']
A194Q1Z6P9UT95	12	['B0085BD0Z8']
A194Q1Z6P9UT95	6	['B0092KJ9BU']
A194QULOPGT8ZE	64	['B0027FFZEW']
A194QVPT0RNZ69	1	['B00BYJXGP2']
A194QVPT0RNZ69	13	['B00GY6X9RK']
A194Y8P8TVT7P9	15	['B00C40OG22', 'B00DQCUVPI']
A194Y8P8TVT7P9	16	['B006UAOE42']
A194Y8P8TVT7P9	31	['B00DQCUVPI']
A1957RB0QFJIH4	10	['B004W3LKZ0']
A1958FFDWIQCB	1	['B009Y0ZH6Y']
A1958FFDWIQCB	13	['B005HNJJWA']
A1958FFDWIQCB	20	['B004003HAG']
A195NQ6TM56Y5T	1	['B006MK0ZD4', 'B006JO22G6', 'B00FEQ14B4', 'B0062V8PD0', 'B00DCIZJ5S']
A195NQ6TM56Y5T	12	['B00GSPCRN4']
A195NQ6TM56Y5T	14	['B006JO22G6']
A195NQ6TM56Y5T	17	['B000PB8CQI']
A195NQ6TM56Y5T	5	['B002D4IHYM']
A195R34SO4LZMH	1	['B007ZN5MNA']
A195R34SO4LZMH	12	['B00B4J97LY']
A195R34SO4LZMH	16	['B00AKG2XSQ']
A195R34SO4LZMH	26	['B007ZN5MNA']
A1967BPXTE6ABE	1	['B0059DLLJC', 'B005LUBUT4']
A196GCRLIMC7QM	1	['B006LAP76A']
A196GCRLIMC7QM	13	['B008CNZ8KY']
A196GCRLIMC7QM	26	['B006LAP76A']
A196RXJKVC8OXN	1	['B006WU4CQK', 'B006ONLX6M']
A196WSM71WSMTZ	27	['B005OUL5EQ']
A1974ESADP6CW4	1	['B004XZSZYG', 'B003SGX9VK']
A197K8D6EQZICL	1	['B0098FKHBU', 'B007405WMK', 'B006USG7ZI', 'B006LFYRGG', 'B007406HOC']
A197QVS5P2TTRG	1	['B005LU2IBI', 'B00ASUZILS']
A197T2N6RU7K56	15	['B003N1915S', 'B005K7192G']
A197T2N6RU7K56	27	['B004G1L52Q']
A197T2N6RU7K56	37	['B005K7192G']
A197T2N6RU7K56	5	['B005K7192G']
A197YKGGCJ8I4N	1	['B00B087YQY', 'B009B3TVX4']
A197YKGGCJ8I4N	3	['B000IN5ZHM']
A198CCH4NNLI2E	1	['B00BSWN0S8', 'B00ANALDWQ']
A198CCH4NNLI2E	6	['B0007UC5U6']
A198KOJM9IYOOU	15	['B0013G8PTS']
A198KOJM9IYOOU	34	['B0013G8PTS']
A198KOJM9IYOOU	5	['B00GH0JXAK']
A198L8PJPFUMJ5	13	['B008QBFD2K', 'B008KY8PVO']
A198LI8SK24DKC	1	['B004WEFLTA', 'B008EZBFGG']
A198M311Q3VRYF	1	['B004BW9SA6']
A198M311Q3VRYF	12	['B0098WEGXS']
A198M9M2PUJE2Z	1	['B0056BG4TO']
A198M9M2PUJE2Z	12	['B003XNW7PM', 'B005BGELDK']
A198M9M2PUJE2Z	22	['B005E06WE4']
A198M9M2PUJE2Z	4	['B005MUQAEI']
A198US3OX1A2IU	1	['B006MBMBTY', 'B0090YGJ4I', 'B004DM0S1M', 'B006UNQR6M']
A198ZOIX0CTY0E	1	['B008ZUQWOK']
A198ZOIX0CTY0E	10	['B00931S8CE']
A198ZOIX0CTY0E	12	['B004FSKVIE']
A1995ZW5NFRUB	6	['B005FPT380']
A19973ESNGZL73	1	['B007PKF02G', 'B008S16BU6']
A1999625NN8P6E	1	['B00F358AVI', 'B00AMAJD9W']
A199VGD6T5RSTK	12	['B005JPLN16']
A19AEMTICNBFWD	15	['B004DE0GZS']
A19AEMTICNBFWD	6	['B000CQXHOS']
A19AFZY7ZL3DMG	1	['B00CI8PTNA']
A19AFZY7ZL3DMG	12	['B00BT7RAPG', 'B00ESOMYXU']
A19AFZY7ZL3DMG	14	['B00BT7RAPG']
A19AGK07RP4KT4	1	['B006IRLVVG', 'B009FKR5S6', 'B0050I1MHC']
A19AGK07RP4KT4	16	['B0099LATZ2', 'B0061YRDX6', 'B00C1DIGRI']
A19AI3UHNC5E4Z	19	['B005WF9OHI']
A19ALNTBQGCWO7	1	['B00918YTVS', 'B0038YYSN0']
A19ALNTBQGCWO7	28	['B00AQ30KLK']
A19ALWR3TVQY3H	1	['B00DE6AQNS', 'B00B7ZF3H2']
A19ALWR3TVQY3H	6	['B005FPT380']
A19APQRUSZK62T	1	['B00BURI9NC', 'B00C6OORDO']
A19AYCZUUD9218	1	['B00DQVOCUO', 'B00BLY29CG']
A19AYCZUUD9218	11	['B00BLY29CG']
A19B4M56IXCCLT	1	['B00CI8PTNA']
A19B4M56IXCCLT	6	['B000UBNFT2']
A19B4M56IXCCLT	8	['B000T1RU3A']
A19B4TE0MFSBP7	1	['B00A1YXIUE', 'B009RNI82I', 'B009XVQY9I']
A19B9COPIZO9E	1	['B0072O1KQ0']
A19BM1EOHL6P3F	1	['B007CTO4R2', 'B004IAFTMM', 'B009RNI82I']
A19BSS70R14LPJ	1	['B003ZZXLHQ', 'B005DD1FZ8', 'B009K6X35Y']
A19BSS70R14LPJ	12	['B0085BD0Z8']
A19BSS70R14LPJ	15	['B004DE0GZS']
A19BSS70R14LPJ	22	['B005E06WE4']
A19C2HV4KGSWRK	1	['B0093IHVJI', 'B00A9LVA0Y']
A19C2HV4KGSWRK	20	['B004003HAG']
A19C2HV4KGSWRK	6	['B001UCELX4']
A19C6UOJRTRKLU	126	['B00EF1OGOG']
A19C6UOJRTRKLU	15	['B00EF1OGOG']
A19C6UOJRTRKLU	37	['B00EF1OGOG']
A19C6UOJRTRKLU	5	['B00EF1OGOG']
A19C6WUJ4U6AZ5	1	['B00D25ZUK0', 'B00C3H8WLW']
A19C6WUJ4U6AZ5	16	['B00D62JK0A']
A19CF76CZNDIIV	12	['B0014Z1B80']
A19CGMZSGZSSIN	1	['B006QYJ9H4', 'B00BSHOLUE']
A19CGMZSGZSSIN	13	['B005XBC7SY']
A19CGMZSGZSSIN	155	['B002ZCW91Y']
A19CGMZSGZSSIN	28	['B006E8MKZU', 'B009LRNLW2']
A19CNDSGCQIVJK	0	['B002BDU7UM']
A19CNDSGCQIVJK	1	['B002BDU7UM']
A19CNDSGCQIVJK	12	['B003MIIRM0']
A19CNDSGCQIVJK	3	['B0058RLTOQ']
A19CO8LT7OSJ8X	12	['B008CMCIF8']
A19CO8LT7OSJ8X	3	['B004W05YA0']
A19CO8LT7OSJ8X	47	['B0050FDFXO']
A19COZ0KVBG0TA	1	['B00F0X2QKE']
A19CUOFQMUBTH3	1	['B007K3TIBW']
A19CW78YPUCHA2	12	['B009QUDLYW']
A19CW78YPUCHA2	14	['B009QUDLYW']
A19CW78YPUCHA2	6	['B004M5IUHY']
A19D3N662QS9WD	1	['B005LVU37S']
A19D3N662QS9WD	16	['B003HC8F3W']
A19DAT24BXP5XA	10	['B005FUNYSA']
A19DAT24BXP5XA	20	['B004003HAG']
A19DAT24BXP5XA	28	['B009CEZGKE']
A19DJI33KEJ6RN	1	['B00FZ14E3S']
A19DJI33KEJ6RN	12	['B0085GI1S4']
A19E3C5GD6L6TM	1	['B005ABB08A', 'B005EMMQ9M', 'B006G8JZ06', 'B0069Y3AS0']
A19E3ZCQH6TJBD	10	['B00C7SK2J2']
A19E3ZCQH6TJBD	27	['B005O5WSTW']
A19E3ZCQH6TJBD	5	['B005XQSN9G']
A19E5QPDOOSQ1M	1	['B00CI8PTNA', 'B009GMXYP6', 'B009F7TJN8']
A19E5QPDOOSQ1M	12	['B00BUA69Q8']
A19EKT8H85AKO5	1	['B0022Z899U']
A19EKT8H85AKO5	10	['B000FFLYBY']
A19EKT8H85AKO5	16	['B001SEAOC6']
A19EKT8H85AKO5	6	['B0009B0IX4']
A19EMVPAAW44OP	1	['B005WQRMWG']
A19EMVPAAW44OP	16	['B0074R0Z3O']
A19EMVPAAW44OP	28	['B004ZSGAMU']
A19EMVPAAW44OP	4	['B005WQRMWG']
A19F24EI0M677B	22	['B00AX9F47M']
A19F24EI0M677B	31	['B0076Z3FUY']
A19FFM56GZY60	6	['B007L5NKZO']
A19FRW264WZTGP	1	['B00CLUZ8OU', 'B00FH6QTJ8']
A19FRW264WZTGP	11	['B00CLUZ8OU']
A19G1SYLP67VSL	50	['B000WKS8QG']
A19G4Y9E6M2RX4	16	['B001UBB9GM']
A19G7055Z9J2AW	1	['B009UD1W46']
A19GMU15RJXMRB	1	['B00BT7DOLK', 'B005YFE8AY', 'B00AMAMXEY']
A19GMU15RJXMRB	11	['B00AMAMXEY']
A19GMU15RJXMRB	12	['B00ABBZNPA']
A19GWIBYP56O7X	1	['B005SUHPO6', 'B0059DLLJC', 'B005GL2TSY', 'B005UMXXG6']
A19GWIBYP56O7X	12	['B004L46XWA']
A19H24SN2505VE	13	['B00CNU3H28']
A19H2IOBOD17W6	1	['B004TSEC1W', 'B0059YUR96']
A19H9A5SE6UP8K	1	['B00CG6PPVU', 'B006G7Z6VY', 'B009RQ1M5K']
A19HCG1C5IZ43M	6	['B001LXR0BW']
A19HDB4BN6RFFT	1	['B005Y5VX7U', 'B006FQJ112', 'B005TENH34', 'B005TENDC4']
A19HKRB4LU5YR	1	['B004I8WD7S']
A19HKRB4LU5YR	14	['B00DUTIZJG']
A19HKRB4LU5YR	17	['B007RVIY12']
A19HKRB4LU5YR	18	['B001CK9OWM']
A19HKRB4LU5YR	27	['B005G606O8']
A19HKRB4LU5YR	6	['B001CK9OWM', 'B00DUTIZJG']
A19HMESU9EG12T	1	['B00HZWJGS8', 'B00GXXHGLE']
A19HMESU9EG12T	15	['B00HZWJGS8']
A19HMESU9EG12T	27	['B004G1L52Q']
A19HMESU9EG12T	37	['B00HZWJGS8']
A19HT7YC1UW3D6	23	['B00D9AVYBM']
A19HT7YC1UW3D6	28	['B00D9AVYBM']
A19HVZP31OS5QW	1	['B00I3UWD7C', 'B00BJS9B98']
A19HVZP31OS5QW	12	['B0084F4HY8']
A19HW2IOTB7OAB	19	['B005WF9OHI']
A19HYDX3LLL63Q	1	['B00F0TFGY6']
A19I6WQ61A7CX5	3	['B005LBEGAI']
A19IDDBAX1QX97	13	['B00C5X4146']
A19IFO7XV1TT5Z	1	['B006JW3A8W', 'B00979IUUW', 'B009L25NZ0']
A19IHQVOPMX8OR	1	['B00974L0EA', 'B009ANUM9C']
A19IHQVOPMX8OR	23	['B00974L0EA']
A19IJN6SES929D	12	['B004IN00A0']
A19IJN6SES929D	13	['B007IXLQ7S']
A19IJN6SES929D	6	['B00D8WVP74']
A19ILVJYHTVB6T	1	['B009JT8IIO']
A19ILVJYHTVB6T	3	['B005CRPU74']
A19ILVJYHTVB6T	31	['B0090X2OJS']
A19IRT226GJTSR	6	['B001DETCUG']
A19ISZDEMV7EHE	1	['B004AJ8PG8']
A19ISZDEMV7EHE	17	['B00FME4NAW']
A19ISZDEMV7EHE	23	['B004AJ8PG8']
A19IT6O5DM61L4	1	['B008LFTCAK', 'B008BD65E8']
A19IT6O5DM61L4	12	['B008LFTCAK']
A19J78W9B8KUZB	1	['B0092TQHP2', 'B00EW4EC3G']
A19JQDF4EJ5FLL	31	['B00ADDO3JI']
A19JQDF4EJ5FLL	45	['B0048BQ1S2']
A19JUY741R0B57	1	['B0043GWE1A', 'B004886C1G', 'B00GOFZ1W2']
A19JUY741R0B57	12	['B00GJBCJ30']
A19JUY741R0B57	19	['B00GOFZ1W2']
A19JUY741R0B57	27	['B003WJB3SE']
A19JX0MFYLUWNV	1	['B00FA9EIJA', 'B009E87SD6']
A19JX0MFYLUWNV	22	['B0098T62GA']
A19KLUZ1XD3SRN	6	['B00524U0WW']
A19KMPYHNZEJZR	1	['B00CKT0RM0', 'B00CKX9Q4Q']
A19L67JI3396K2	1	['B00974L0EA']
A19L67JI3396K2	12	['B00F4A8FQM', 'B00BT7RAPG']
A19L67JI3396K2	14	['B00F4A8FQM', 'B00BT7RAPG']
A19L67JI3396K2	23	['B00974L0EA']
A19L6ZMXDXS3AP	1	['B003YKRAZ6']
A19L6ZMXDXS3AP	12	['B003YKRAZ6']
A19L8Y4B1WE9TS	10	['B00CIGOW7G']
A19L9M0WR0W2DL	1	['B0053VK1J6', 'B005SUHRVC']
A19L9M0WR0W2DL	12	['B00DEQ8DQA', 'B00A7HH04K']
A19LDYYJ9MF6IJ	1	['B00EU8ZRA6']
A19LDYYJ9MF6IJ	27	['B0099RGRT8']
A19LEE1KU5Q16E	12	['B003RDV0VU']
A19LKOD3LP65V0	28	['B008ZE3T7O']
A19LKOD3LP65V0	3	['B00CG5NN56']
A19LQ2Z6SE4A6V	1	['B00B7Q7D4M', 'B003SX0P1A']
A19LQ2Z6SE4A6V	19	['B005WF9OHI']
A19LQ2Z6SE4A6V	32	['B00B7Q7D4M', 'B003SX0P1A']
A19M8E3BNDBTCB	1	['B004MB66B0']
A19M8E3BNDBTCB	27	['B005G0671A']
A19M8E3BNDBTCB	6	['B00198EYP4']
A19MBYIJJP3REM	1	['B004E30BIA']
A19MBYIJJP3REM	10	['B00E894ZI2']
A19MHBQFGG098Z	1	['B005F9X6VQ']
A19MHBQFGG098Z	6	['B006H3E6EK']
A19MSCSB6EPMS1	1	['B00BURI9NC']
A19MSCSB6EPMS1	3	['B007PZMD7G']
A19NDX9QNV74DL	1	['B00846JZJ4', 'B0051J1JZA']
A19NLNPOHYI9KA	1	['B0054T2BBI', 'B004VN09LM']
A19NLNPOHYI9KA	22	['B006QYY8DY', 'B008KPZ6EC']
A19NP8YYADOOSF	1	['B004I8WD6E']
A19NP8YYADOOSF	27	['B003SE6LD0']
A19NWFC4TU22ET	1	['B00F6PN7ZY', 'B00DJ635R2', 'B00FG25TOE']
A19NWKRG3VPM9U	1	['B008YJ9K3M']
A19ONI88D2DYS8	1	['B007S8XR7U', 'B00BL0CD1M', 'B00BLGVE1Q', 'B00KCVSS92']
A19OR2MAL9BDQ1	1	['B004E2Z89I', 'B004E329L2', 'B006G8JZ06']
A19ORURYPHDD0Z	1	['B00IO1Y4HW', 'B00I5RBHYI', 'B00J9LFBBY']
A19ORURYPHDD0Z	12	['B00IN9BZA4']
A19OTWC9UHDOAX	1	['B0075Y7DFY']
A19OTWC9UHDOAX	12	['B006JHU3DC', 'B00DPIKL5S']
A19P0QD4M255UV	1	['B0089I25Y4', 'B0089I25YO']
A19P0QD4M255UV	31	['B004W0E7SA']
A19P8JMFGTJ9OR	1	['B0092TQHP2']
A19P8JMFGTJ9OR	4	['B0042AVKCQ']
A19PH5EX0Q2ATV	12	['B00AOK2PT0']
A19PPFERQ3JFDS	1	['B0093IHVJI']
A19PYFQ904UFIK	1	['B004WXC4P0', 'B008LFTCAK']
A19PYFQ904UFIK	12	['B008LFTCAK']
A19PYFQ904UFIK	5	['B00BJDQALA']
A19PYFQ904UFIK	8	['B0023D4ZQC']
A19Q0XGUC5NWV2	1	['B007P1RTOC']
A19Q3HK34DR5H7	1	['B003EW81Q6', 'B007A4JVFO']
A19Q3HK34DR5H7	12	['B005OTKTMQ', 'B0065VZ5HQ']
A19Q3HK34DR5H7	3	['B006OBSUUG']
A19Q3HK34DR5H7	32	['B003EW81Q6']
A19Q3TSK9KC1YC	1	['B004Z9W4B0', 'B008EU7HRM', 'B007XP9BLY']
A19Q3TSK9KC1YC	35	['B007PY5MO8']
A19Q90IFKFFHNS	1	['B009GSB1KU', 'B006HDABKI']
A19QKBWRI072AC	1	['B007PYMFZ2']
A19QKBWRI072AC	16	['B004SBJHW4']
A19R7GVV216QKY	16	['B002KQLUVU']
A19R7GVV216QKY	20	['B004003HAG']
A19R7GVV216QKY	3	['B000TUWHFM']
A19RB3XLYW03E0	1	['B005WALBYW', 'B006WJ1QYW', 'B006HDABKI']
A19RGDJPNZ7NZ	28	['B004LJ8N78']
A19RGDJPNZ7NZ	38	['B004LJ8N78']
A19RTM7MQ3G7ZX	10	['B005451050']
A19RTM7MQ3G7ZX	6	['B0009B0IX4']
A19RW25Q6206I3	6	['B00BWG4TUI', 'B0093TSSGW']
A19RZ5DV1MUGJ6	15	['B005GZI13C']
A19RZC8X6FBHPC	1	['B00E5QBOD2']
A19RZC8X6FBHPC	14	['B00COYOAYW']
A19RZC8X6FBHPC	23	['B00COYOAYW', 'B00E45043A']
A19RZC8X6FBHPC	28	['B00COYOAYW', 'B00E45043A']
A19S0EX0F01AJF	0	['B00DRSHGTU', 'B00E5Z2MIE']
A19S0EX0F01AJF	1	['B00DRSHGTU', 'B006OAXFQG']
A19S0EX0F01AJF	5	['B00DRSHGTU']
A19S189F5CU7RW	1	['B0018LJM5E', 'B005SUHRVC']
A19S68VAJ5BI8P	1	['B00A6ET1E6', 'B00GF0Z5RC']
A19S68VAJ5BI8P	15	['B00C40OG22']
A19TDK2CRAGRC8	1	['B00APL6FB2', 'B00EZ3ZNIC']
A19TDK2CRAGRC8	11	['B00EZ3ZNIC']
A19TDK2CRAGRC8	12	['B00ABBZNPA']
A19TMRDEP6GYQN	1	['B008LFTCAK', 'B0091MFEQ8']
A19TMRDEP6GYQN	12	['B008LFTCAK']
A19TR2LAR0RZVC	1	['B00BURI9NC', 'B00ASUZILS']
A19TR2LAR0RZVC	27	['B008H11G1G']
A19TU26S131O5M	1	['B008HU23PA']
A19TY4TV2FZDRT	12	['B00BO2OU90']
A19TY4TV2FZDRT	14	['B00BO2OU90']
A19UHXW192RJB1	1	['B0092F8FWO', 'B009ANUM9C']
A19UTUEBWKIZFT	1	['B0094CX0OS', 'B00IA8Z4R8', 'B0094CWZ5S', 'B0094CX20U', 'B0094CX4KI', 'B00ESJGM4W']
A19UTUEBWKIZFT	12	['B009A51Y1U', 'B009A51Y10']
A19UUUPX1UKDEY	10	['B001EJHH20', 'B006DQWIKK']
A19V2TRL68EOHV	1	['B00BQXLF86']
A19V2TRL68EOHV	14	['B00DUTIZJG']
A19V2TRL68EOHV	6	['B00DUTIZJG']
A19VIK36LJM4WH	1	['B00CHFMW70', 'B00E5V6CNE']
A19VIK36LJM4WH	12	['B00BMIG4CC', 'B00BT7RAPG']
A19VIK36LJM4WH	14	['B00BT7RAPG']
A19VRTCK97UK91	3	['B005NC86BU']
A19VRTCK97UK91	37	['B005NF5NTK']
A19VRTCK97UK91	5	['B005NF5NTK']
A19W47CXJJP1MI	118	['B00FQQ4PNQ']
A19W47CXJJP1MI	12	['B006LVZDQS']
A19W47CXJJP1MI	13	['B00FQQ4PNQ']
A19W47CXJJP1MI	135	['B00511PS3C']
A19W47CXJJP1MI	137	['B00511PS3C']
A19W47CXJJP1MI	17	['B00511PS3C']
A19W47CXJJP1MI	23	['B0097BEFWC']
A19W47CXJJP1MI	27	['B00I58VAZS', 'B00CO3HCSY', 'B00H89MLLM']
A19W47CXJJP1MI	37	['B0097BEFWC', 'B00511PS3C']
A19W47CXJJP1MI	5	['B00FH669I4']
A19W47CXJJP1MI	6	['B0049SKHYS']
A19W5HKY4ZGO32	6	['B001DETCUG']
A19W77ITO6I1CN	1	['B004WXC4P0', 'B000IEB00W', 'B00GOFZ1W2']
A19W77ITO6I1CN	19	['B00GOFZ1W2']
A19WAVWO2X02XG	1	['B009E5O9UE', 'B0043BV0UQ']
A19WAVWO2X02XG	11	['B009E5O9UE']
A19WBEGFE9KPI	0	['B0048IZL5E']
A19WBEGFE9KPI	1	['B0048IZL5E']
A19WPZIJT5QQZ3	1	['B009TW36W4', 'B008LFTCAK']
A19WPZIJT5QQZ3	12	['B008LFTCAK']
A19WRS58T1DY1Q	12	['B0098WEGXS']
A19WRS58T1DY1Q	18	['B004XZHY34']
A19WRS58T1DY1Q	27	['B004I6F3E0']
A19WRS58T1DY1Q	47	['B004XZHY34']
A19WRS58T1DY1Q	51	['B004XZHY34']
A19WRS58T1DY1Q	6	['B0009B0IX4']
A19WRS58T1DY1Q	64	['B004XZHY34']
A19WRS58T1DY1Q	7	['B004XZHY34']
A19WRS58T1DY1Q	8	['B001953NGS']
A19WRS58T1DY1Q	89	['B004XZHY34']
A19X8TCEIC6Y6	1	['B004X1NZUO', 'B00BV96VDY', 'B00A9LVA0Y']
A19XDRYTQYDUFQ	12	['B003WWYPC2']
A19XE0BENCCFMT	1	['B005Q22YW4', 'B004I8WH60']
A19XE0BENCCFMT	22	['B005Q22YW4']
A19XE0BENCCFMT	32	['B004I8WH60']
A19XFQ9VR5HE12	1	['B00840RY52', 'B00BSZZA3I']
A19XFQ9VR5HE12	11	['B00840RY52']
A19XFQ9VR5HE12	12	['B00BQM36XE']
A19XNWXK3AO989	1	['B00BZGQ7ZA', 'B00C1SC0WK']
A19XNWXK3AO989	13	['B008QBFD2K']
A19XPAWSWDRI3B	1	['B004Z274UI']
A19XPAWSWDRI3B	16	['B004N861MG']
A19XPAWSWDRI3B	31	['B00DBVV8QA']
A19XWTXOU87EXA	16	['B00932QJ7E', 'B004X6UENA', 'B00AIU4ZDA']
A19XWTXOU87EXA	4	['B00C1BK2K4']
A19XXLMZXR764J	1	['B00C3H8WLW']
A19XXLMZXR764J	6	['B00EYUJ1ZC']
A19Y2T6ACQXTUU	1	['B005SUHSN4', 'B00C967AUG']
A19Y67PFN599BP	1	['B00CXM1I0E', 'B00D7ZBPQS']
A19Y67PFN599BP	15	['B0013G8PTS']
